id,contact,day,month,duration,campaign,pdays,previous,poutcome
1000007090,unknown,29,may,144,1,-1,0,
1000007091,unknown,29,may,543,1,-1,0,
1000007092,unknown,29,may,155,1,-1,0,
1000007093,unknown,29,may,140,1,-1,0,
1000007094,unknown,29,may,42,7,-1,0,
1000007095,unknown,29,may,127,4,-1,0,
1000007096,unknown,29,may,103,2,-1,0,
1000007097,unknown,29,may,205,5,-1,0,
1000007098,unknown,29,may,286,3,-1,0,
1000007099,unknown,29,may,37,1,-1,0,
1000007100,unknown,29,may,54,1,-1,0,
1000007101,unknown,29,may,132,3,-1,0,
1000007102,unknown,29,may,95,1,-1,0,
1000007103,unknown,29,may,177,1,-1,0,
1000007104,unknown,29,may,179,1,-1,0,
1000007105,unknown,29,may,242,1,-1,0,
1000007106,unknown,29,may,128,7,-1,0,
1000007107,unknown,29,may,184,1,-1,0,
1000007108,unknown,29,may,284,1,-1,0,
1000007109,unknown,29,may,148,1,-1,0,
1000007110,unknown,29,may,244,2,-1,0,
1000007111,unknown,29,may,107,2,-1,0,
1000007112,unknown,29,may,381,1,-1,0,
1000007113,unknown,29,may,140,3,-1,0,
1000007114,unknown,29,may,217,5,-1,0,
1000007115,unknown,29,may,1196,1,-1,0,
1000007116,unknown,29,may,102,1,-1,0,
1000007117,unknown,29,may,129,2,-1,0,
1000007118,unknown,29,may,52,1,-1,0,
1000007119,unknown,29,may,41,1,-1,0,
1000007120,unknown,29,may,285,1,-1,0,
1000007121,unknown,29,may,134,1,-1,0,
1000007122,unknown,29,may,14,1,-1,0,
1000007123,unknown,29,may,182,2,-1,0,
1000007124,unknown,29,may,539,1,-1,0,
1000007125,unknown,29,may,37,3,-1,0,
1000007126,unknown,29,may,162,5,-1,0,
1000007127,unknown,29,may,184,1,-1,0,
1000007128,unknown,29,may,285,1,-1,0,
1000007129,unknown,29,may,456,1,-1,0,
1000007130,unknown,29,may,361,1,-1,0,
1000007131,unknown,29,may,74,1,-1,0,
1000007132,unknown,29,may,130,1,-1,0,
1000007133,unknown,29,may,203,1,-1,0,
1000007134,unknown,29,may,186,1,-1,0,
1000007135,unknown,29,may,37,1,-1,0,
1000007136,unknown,29,may,206,2,-1,0,
1000007137,unknown,29,may,230,4,-1,0,
1000007138,unknown,29,may,283,1,-1,0,
1000007139,unknown,29,may,44,1,-1,0,
1000007140,unknown,29,may,205,1,-1,0,
1000007141,unknown,29,may,291,1,-1,0,
1000007142,unknown,29,may,159,1,-1,0,
1000007143,unknown,29,may,148,1,-1,0,
1000007144,unknown,29,may,150,1,-1,0,
1000007145,unknown,29,may,57,3,-1,0,
1000007146,unknown,29,may,733,1,-1,0,
1000007147,unknown,29,may,193,1,-1,0,
1000007148,unknown,29,may,705,1,-1,0,
1000007149,unknown,29,may,52,3,-1,0,
1000007150,unknown,29,may,744,1,-1,0,
1000007151,unknown,29,may,84,1,-1,0,
1000007152,unknown,29,may,23,1,-1,0,
1000007153,unknown,29,may,578,3,-1,0,
1000007154,unknown,29,may,358,1,-1,0,
1000007155,unknown,29,may,119,1,-1,0,
1000007156,unknown,29,may,619,1,-1,0,
1000007157,unknown,29,may,364,2,-1,0,
1000007158,unknown,29,may,418,8,-1,0,
1000007159,unknown,29,may,111,1,-1,0,
1000007160,unknown,29,may,56,2,-1,0,
1000007161,unknown,29,may,456,1,-1,0,
1000007162,unknown,29,may,109,1,-1,0,
1000007163,unknown,29,may,413,2,-1,0,
1000007164,unknown,29,may,278,1,-1,0,
1000007165,unknown,29,may,791,2,-1,0,
1000007166,unknown,29,may,146,1,-1,0,
1000007167,unknown,29,may,202,1,-1,0,
1000007168,unknown,29,may,154,1,-1,0,
1000007169,unknown,29,may,257,1,-1,0,
1000007170,unknown,29,may,208,1,-1,0,
1000007171,unknown,29,may,360,5,-1,0,
1000007172,unknown,29,may,131,1,-1,0,
1000007173,unknown,29,may,137,1,-1,0,
1000007174,unknown,29,may,155,1,-1,0,
1000007175,unknown,29,may,66,2,-1,0,
1000007176,unknown,29,may,103,7,-1,0,
1000007177,unknown,29,may,656,1,-1,0,
1000007178,unknown,29,may,358,10,-1,0,
1000007179,unknown,29,may,514,3,-1,0,
1000007180,unknown,29,may,27,1,-1,0,
1000007181,unknown,29,may,544,4,-1,0,
1000007182,unknown,29,may,346,6,-1,0,
1000007183,unknown,29,may,54,2,-1,0,
1000007184,unknown,29,may,134,6,-1,0,
1000007185,unknown,29,may,135,2,-1,0,
1000007186,unknown,29,may,633,6,-1,0,
1000007187,unknown,29,may,48,1,-1,0,
1000007188,unknown,29,may,359,2,-1,0,
1000007189,unknown,29,may,1236,2,-1,0,
1000007190,unknown,29,may,574,1,-1,0,
1000007191,unknown,29,may,322,1,-1,0,
1000007192,unknown,29,may,746,1,-1,0,
1000007193,unknown,29,may,315,1,-1,0,
1000007194,unknown,29,may,126,1,-1,0,
1000007195,unknown,29,may,122,1,-1,0,
1000007196,unknown,29,may,90,1,-1,0,
1000007197,unknown,29,may,125,2,-1,0,
1000007198,unknown,29,may,144,2,-1,0,
1000007199,unknown,29,may,401,1,-1,0,
1000007200,unknown,29,may,60,1,-1,0,
1000007201,unknown,29,may,65,1,-1,0,
1000007202,unknown,29,may,356,2,-1,0,
1000007203,unknown,29,may,128,1,-1,0,
1000007204,unknown,29,may,102,4,-1,0,
1000007205,unknown,29,may,46,1,-1,0,
1000007206,unknown,29,may,187,3,-1,0,
1000007207,unknown,29,may,79,3,-1,0,
1000007208,unknown,29,may,390,3,-1,0,
1000007209,unknown,29,may,306,1,-1,0,
1000007210,unknown,29,may,152,1,-1,0,
1000007211,unknown,29,may,223,4,-1,0,
1000007212,unknown,29,may,177,1,-1,0,
1000007213,unknown,29,may,77,1,-1,0,
1000007214,unknown,29,may,106,1,-1,0,
1000007215,unknown,29,may,146,1,-1,0,
1000007216,unknown,29,may,125,1,-1,0,
1000007217,unknown,29,may,404,1,-1,0,
1000007218,unknown,29,may,244,1,-1,0,
1000007219,unknown,29,may,413,1,-1,0,
1000007220,unknown,29,may,177,2,-1,0,
1000007221,unknown,29,may,118,1,-1,0,
1000007222,unknown,29,may,201,1,-1,0,
1000007223,unknown,29,may,135,1,-1,0,
1000007224,unknown,29,may,609,2,-1,0,
1000007225,unknown,29,may,35,1,-1,0,
1000007226,unknown,29,may,473,1,-1,0,
1000007227,unknown,29,may,596,1,-1,0,
1000007228,unknown,29,may,370,1,-1,0,
1000007229,unknown,29,may,691,1,-1,0,
1000007230,unknown,29,may,70,2,-1,0,
1000007231,unknown,29,may,125,2,-1,0,
1000007232,unknown,29,may,245,4,-1,0,
1000007233,unknown,29,may,544,1,-1,0,
1000007234,unknown,29,may,49,3,-1,0,
1000007235,unknown,29,may,117,1,-1,0,
1000007236,unknown,29,may,410,5,-1,0,
1000007237,unknown,29,may,150,1,-1,0,
1000007238,unknown,29,may,513,3,-1,0,
1000007239,unknown,29,may,179,2,-1,0,
1000007240,unknown,29,may,169,4,-1,0,
1000007241,unknown,29,may,365,2,-1,0,
1000007242,unknown,29,may,158,1,-1,0,
1000007243,unknown,29,may,1207,1,-1,0,
1000007244,unknown,29,may,159,1,-1,0,
1000007245,unknown,29,may,82,1,-1,0,
1000007246,unknown,29,may,42,3,-1,0,
1000007247,unknown,29,may,206,1,-1,0,
1000007248,unknown,29,may,92,1,-1,0,
1000007249,unknown,29,may,162,2,-1,0,
1000007250,unknown,29,may,347,1,-1,0,
1000007251,unknown,29,may,68,1,-1,0,
1000007252,unknown,29,may,117,1,-1,0,
1000007253,unknown,29,may,936,1,-1,0,
1000007254,unknown,29,may,162,2,-1,0,
1000007255,unknown,29,may,285,2,-1,0,
1000007256,unknown,29,may,71,5,-1,0,
1000007257,unknown,29,may,178,1,-1,0,
1000007258,unknown,29,may,89,2,-1,0,
1000007259,unknown,29,may,52,5,-1,0,
1000007260,unknown,29,may,409,3,-1,0,
1000007261,unknown,29,may,87,7,-1,0,
1000007262,unknown,29,may,202,1,-1,0,
1000007263,unknown,29,may,117,1,-1,0,
1000007264,unknown,29,may,441,1,-1,0,
1000007265,unknown,29,may,175,1,-1,0,
1000007266,unknown,29,may,164,3,-1,0,
1000007267,unknown,29,may,80,3,-1,0,
1000007268,unknown,29,may,141,9,-1,0,
1000007269,unknown,29,may,932,3,-1,0,
1000007270,unknown,29,may,13,1,-1,0,
1000007271,unknown,29,may,139,3,-1,0,
1000007272,unknown,29,may,882,2,-1,0,
1000007273,unknown,29,may,263,3,-1,0,
1000007274,unknown,29,may,440,2,-1,0,
1000007275,unknown,29,may,174,2,-1,0,
1000007276,unknown,29,may,76,3,-1,0,
1000007277,unknown,29,may,26,3,-1,0,
1000007278,unknown,29,may,455,2,-1,0,
1000007279,unknown,29,may,180,2,-1,0,
1000007280,unknown,29,may,200,2,-1,0,
1000007281,unknown,29,may,51,1,-1,0,
1000007282,unknown,29,may,535,2,-1,0,
1000007283,unknown,29,may,313,2,-1,0,
1000007284,unknown,29,may,101,1,-1,0,
1000007285,unknown,29,may,125,2,-1,0,
1000007286,unknown,29,may,364,3,-1,0,
1000007287,unknown,29,may,153,1,-1,0,
1000007288,unknown,29,may,158,1,-1,0,
1000007289,unknown,29,may,617,2,-1,0,
1000007290,unknown,29,may,99,1,-1,0,
1000007291,unknown,29,may,165,1,-1,0,
1000007292,unknown,29,may,121,1,-1,0,
1000007293,unknown,29,may,217,1,-1,0,
1000007294,unknown,29,may,129,2,-1,0,
1000007295,unknown,29,may,200,4,-1,0,
1000007296,unknown,29,may,431,2,-1,0,
1000007297,unknown,29,may,417,2,-1,0,
1000007298,unknown,29,may,480,2,-1,0,
1000007299,unknown,29,may,331,4,-1,0,
1000007300,unknown,29,may,359,3,-1,0,
1000007301,unknown,29,may,332,2,-1,0,
1000007302,unknown,29,may,535,2,-1,0,
1000007303,unknown,29,may,147,2,-1,0,
1000007304,unknown,29,may,13,3,-1,0,
1000007305,unknown,29,may,689,2,-1,0,
1000007306,unknown,29,may,242,3,-1,0,
1000007307,unknown,29,may,122,10,-1,0,
1000007308,unknown,29,may,665,1,-1,0,
1000007309,unknown,29,may,97,1,-1,0,
1000007310,unknown,29,may,322,1,-1,0,
1000007311,unknown,29,may,144,1,-1,0,
1000007312,unknown,29,may,376,1,-1,0,
1000007313,unknown,29,may,480,10,-1,0,
1000007314,unknown,29,may,158,1,-1,0,
1000007315,unknown,29,may,609,1,-1,0,
1000007316,unknown,29,may,161,1,-1,0,
1000007317,unknown,29,may,116,1,-1,0,
1000007318,unknown,29,may,76,1,-1,0,
1000007319,unknown,29,may,217,1,-1,0,
1000007320,unknown,29,may,112,1,-1,0,
1000007321,unknown,29,may,607,2,-1,0,
1000007322,unknown,29,may,726,1,-1,0,
1000007323,unknown,29,may,148,4,-1,0,
1000007324,unknown,29,may,135,4,-1,0,
1000007325,unknown,29,may,1059,2,-1,0,
1000007326,unknown,29,may,184,2,-1,0,
1000007327,unknown,29,may,245,3,-1,0,
1000007328,unknown,29,may,253,2,-1,0,
1000007329,unknown,29,may,293,2,-1,0,
1000007330,unknown,29,may,246,2,-1,0,
1000007331,unknown,29,may,195,2,-1,0,
1000007332,unknown,29,may,221,2,-1,0,
1000007333,unknown,29,may,166,3,-1,0,
1000007334,unknown,29,may,385,2,-1,0,
1000007335,unknown,29,may,789,3,-1,0,
1000007336,unknown,29,may,85,6,-1,0,
1000007337,unknown,29,may,173,1,-1,0,
1000007338,unknown,29,may,48,5,-1,0,
1000007339,unknown,29,may,410,3,-1,0,
1000007340,unknown,29,may,311,3,-1,0,
1000007341,unknown,29,may,81,1,-1,0,
1000007342,unknown,29,may,558,13,-1,0,
1000007343,unknown,29,may,109,4,-1,0,
1000007344,unknown,29,may,77,3,-1,0,
1000007345,unknown,29,may,70,7,-1,0,
1000007346,unknown,29,may,229,4,-1,0,
1000007347,unknown,29,may,565,1,-1,0,
1000007348,unknown,29,may,145,2,-1,0,
1000007349,unknown,29,may,792,3,-1,0,
1000007350,unknown,29,may,199,2,-1,0,
1000007351,unknown,29,may,488,1,-1,0,
1000007352,unknown,29,may,176,3,-1,0,
1000007353,unknown,29,may,123,4,-1,0,
1000007354,unknown,29,may,88,2,-1,0,
1000007355,unknown,29,may,768,4,-1,0,
1000007356,unknown,29,may,105,3,-1,0,
1000007357,unknown,29,may,101,4,-1,0,
1000007358,unknown,29,may,33,2,-1,0,
1000007359,unknown,29,may,122,2,-1,0,
1000007360,unknown,29,may,52,2,-1,0,
1000007361,unknown,29,may,150,4,-1,0,
1000007362,unknown,29,may,399,1,-1,0,
1000007363,unknown,29,may,58,1,-1,0,
1000007364,unknown,29,may,199,3,-1,0,
1000007365,unknown,29,may,260,1,-1,0,
1000007366,unknown,29,may,241,4,-1,0,
1000007367,unknown,29,may,399,5,-1,0,
1000007368,unknown,29,may,40,2,-1,0,
1000007369,unknown,29,may,167,1,-1,0,
1000007370,unknown,29,may,637,3,-1,0,
1000007371,unknown,29,may,107,2,-1,0,
1000007372,unknown,29,may,68,1,-1,0,
1000007373,unknown,29,may,137,1,-1,0,
1000007374,unknown,29,may,182,1,-1,0,
1000007375,unknown,29,may,553,1,-1,0,
1000007376,unknown,29,may,310,3,-1,0,
1000007377,unknown,29,may,206,3,-1,0,
1000007378,unknown,29,may,119,2,-1,0,
1000007379,unknown,29,may,764,2,-1,0,
1000007380,unknown,29,may,833,2,-1,0,
1000007381,unknown,29,may,126,2,-1,0,
1000007382,unknown,29,may,91,2,-1,0,
1000007383,unknown,29,may,251,4,-1,0,
1000007384,unknown,29,may,166,5,-1,0,
1000007385,unknown,29,may,188,6,-1,0,
1000007386,unknown,29,may,60,2,-1,0,
1000007387,unknown,29,may,368,2,-1,0,
1000007388,unknown,29,may,414,2,-1,0,
1000007389,unknown,29,may,128,3,-1,0,
1000007390,unknown,29,may,685,2,-1,0,
1000007391,unknown,29,may,512,5,-1,0,
1000007392,unknown,29,may,102,3,-1,0,
1000007393,unknown,29,may,1611,2,-1,0,
1000007394,unknown,29,may,44,15,-1,0,
1000007395,unknown,29,may,162,2,-1,0,
1000007396,unknown,29,may,74,2,-1,0,
1000007397,unknown,29,may,118,3,-1,0,
1000007398,unknown,29,may,725,3,-1,0,
1000007399,unknown,29,may,100,5,-1,0,
1000007400,unknown,29,may,124,3,-1,0,
1000007401,unknown,29,may,752,2,-1,0,
1000007402,unknown,29,may,233,5,-1,0,
1000007403,unknown,29,may,241,3,-1,0,
1000007404,unknown,29,may,430,1,-1,0,
1000007405,unknown,29,may,219,3,-1,0,
1000007406,unknown,29,may,67,2,-1,0,
1000007407,unknown,29,may,294,3,-1,0,
1000007408,unknown,29,may,318,2,-1,0,
1000007409,unknown,29,may,428,1,-1,0,
1000007410,unknown,29,may,1185,3,-1,0,
1000007411,unknown,29,may,110,3,-1,0,
1000007412,unknown,29,may,323,3,-1,0,
1000007413,unknown,29,may,58,2,-1,0,
1000007414,unknown,29,may,386,2,-1,0,
1000007415,unknown,29,may,218,2,-1,0,
1000007416,unknown,29,may,153,2,-1,0,
1000007417,unknown,29,may,84,2,-1,0,
1000007418,unknown,29,may,130,2,-1,0,
1000007419,unknown,29,may,113,2,-1,0,
1000007420,unknown,29,may,744,6,-1,0,
1000007421,unknown,29,may,76,4,-1,0,
1000007422,unknown,29,may,187,3,-1,0,
1000007423,unknown,29,may,587,4,-1,0,
1000007424,unknown,29,may,336,3,-1,0,
1000007425,unknown,29,may,59,3,-1,0,
1000007426,unknown,29,may,72,12,-1,0,
1000007427,unknown,29,may,216,2,-1,0,
1000007428,unknown,29,may,273,2,-1,0,
1000007429,unknown,29,may,198,3,-1,0,
1000007430,unknown,29,may,347,2,-1,0,
1000007431,unknown,29,may,286,2,-1,0,
1000007432,unknown,29,may,668,2,-1,0,
1000007433,unknown,29,may,211,6,-1,0,
1000007434,unknown,29,may,175,3,-1,0,
1000007435,unknown,29,may,324,3,-1,0,
1000007436,unknown,29,may,228,3,-1,0,
1000007437,unknown,29,may,38,9,-1,0,
1000007438,unknown,29,may,128,2,-1,0,
1000007439,unknown,29,may,96,2,-1,0,
1000007440,unknown,29,may,18,16,-1,0,
1000007441,unknown,29,may,147,4,-1,0,
1000007442,unknown,29,may,135,2,-1,0,
1000007443,unknown,29,may,56,3,-1,0,
1000007444,unknown,29,may,39,22,-1,0,
1000007445,unknown,29,may,144,5,-1,0,
1000007446,unknown,29,may,249,2,-1,0,
1000007447,unknown,29,may,286,3,-1,0,
1000007448,unknown,29,may,230,4,-1,0,
1000007449,unknown,29,may,183,3,-1,0,
1000007450,unknown,29,may,240,2,-1,0,
1000007451,unknown,29,may,238,3,-1,0,
1000007452,unknown,29,may,225,3,-1,0,
1000007453,unknown,29,may,151,2,-1,0,
1000007454,unknown,29,may,194,2,-1,0,
1000007455,unknown,29,may,273,3,-1,0,
1000007456,unknown,29,may,431,2,-1,0,
1000007457,unknown,29,may,57,2,-1,0,
1000007458,unknown,29,may,814,2,-1,0,
1000007459,unknown,29,may,859,2,-1,0,
1000007460,unknown,29,may,184,3,-1,0,
1000007461,unknown,29,may,1363,2,-1,0,
1000007462,unknown,29,may,313,2,-1,0,
1000007463,unknown,29,may,142,7,-1,0,
1000007464,unknown,29,may,442,3,-1,0,
1000007465,unknown,29,may,751,3,-1,0,
1000007466,unknown,29,may,260,2,-1,0,
1000007467,unknown,29,may,164,3,-1,0,
1000007468,unknown,29,may,238,2,-1,0,
1000007469,unknown,29,may,53,3,-1,0,
1000007470,unknown,29,may,364,2,-1,0,
1000007471,unknown,29,may,35,24,-1,0,
1000007472,unknown,29,may,106,4,-1,0,
1000007473,unknown,29,may,382,3,-1,0,
1000007474,unknown,29,may,191,5,-1,0,
1000007475,unknown,29,may,483,2,-1,0,
1000007476,unknown,29,may,253,3,-1,0,
1000007477,unknown,29,may,328,2,-1,0,
1000007478,unknown,29,may,82,2,-1,0,
1000007479,unknown,29,may,348,3,-1,0,
1000007480,unknown,29,may,155,2,-1,0,
1000007481,unknown,29,may,1109,3,-1,0,
1000007482,unknown,29,may,828,3,-1,0,
1000007483,unknown,29,may,134,4,-1,0,
1000007484,unknown,29,may,96,5,-1,0,
1000007485,unknown,29,may,197,9,-1,0,
1000007486,unknown,29,may,645,2,-1,0,
1000007487,unknown,29,may,209,3,-1,0,
1000007488,unknown,29,may,81,4,-1,0,
1000007489,unknown,29,may,201,3,-1,0,
1000007490,unknown,29,may,69,3,-1,0,
1000007491,unknown,29,may,42,3,-1,0,
1000007492,unknown,29,may,248,3,-1,0,
1000007493,unknown,29,may,2260,2,-1,0,
1000007494,unknown,29,may,54,22,-1,0,
1000007495,unknown,29,may,91,7,-1,0,
1000007496,unknown,29,may,660,2,-1,0,
1000007497,unknown,29,may,182,6,-1,0,
1000007498,unknown,29,may,30,2,-1,0,
1000007499,unknown,29,may,101,23,-1,0,
1000007500,unknown,29,may,54,15,-1,0,
1000007501,unknown,29,may,374,4,-1,0,
1000007502,unknown,29,may,447,4,-1,0,
1000007503,unknown,29,may,216,7,-1,0,
1000007504,unknown,29,may,76,4,-1,0,
1000007505,unknown,29,may,62,6,-1,0,
1000007506,unknown,29,may,86,4,-1,0,
1000007507,unknown,29,may,23,15,-1,0,
1000007508,unknown,29,may,516,4,-1,0,
1000007509,unknown,29,may,151,7,-1,0,
1000007510,unknown,29,may,52,8,-1,0,
1000007511,unknown,29,may,95,3,-1,0,
1000007512,unknown,29,may,52,3,-1,0,
1000007513,unknown,29,may,421,3,-1,0,
1000007514,unknown,29,may,52,4,-1,0,
1000007515,unknown,29,may,340,7,-1,0,
1000007516,unknown,29,may,139,2,-1,0,
1000007517,unknown,30,may,288,3,-1,0,
1000007518,unknown,30,may,231,3,-1,0,
1000007519,unknown,30,may,203,2,-1,0,
1000007520,unknown,30,may,105,2,-1,0,
1000007521,unknown,30,may,67,3,-1,0,
1000007522,unknown,30,may,63,3,-1,0,
1000007523,unknown,30,may,311,4,-1,0,
1000007524,unknown,30,may,50,2,-1,0,
1000007525,unknown,30,may,86,3,-1,0,
1000007526,unknown,30,may,139,3,-1,0,
1000007527,unknown,30,may,287,12,-1,0,
1000007528,unknown,30,may,396,3,-1,0,
1000007529,unknown,30,may,235,1,-1,0,
1000007530,unknown,30,may,43,1,-1,0,
1000007531,unknown,30,may,233,1,-1,0,
1000007532,unknown,30,may,177,1,-1,0,
1000007533,unknown,30,may,149,1,-1,0,
1000007534,unknown,30,may,422,1,-1,0,
1000007535,unknown,30,may,83,1,-1,0,
1000007536,unknown,30,may,324,1,-1,0,
1000007537,unknown,30,may,287,1,-1,0,
1000007538,unknown,30,may,58,2,-1,0,
1000007539,unknown,30,may,226,1,-1,0,
1000007540,unknown,30,may,153,1,-1,0,
1000007541,unknown,30,may,151,3,-1,0,
1000007542,unknown,30,may,31,1,-1,0,
1000007543,unknown,30,may,118,6,-1,0,
1000007544,unknown,30,may,917,1,-1,0,
1000007545,unknown,30,may,171,1,-1,0,
1000007546,unknown,30,may,62,3,-1,0,
1000007547,unknown,30,may,133,4,-1,0,
1000007548,unknown,30,may,184,4,-1,0,
1000007549,unknown,30,may,91,9,-1,0,
1000007550,unknown,30,may,498,4,-1,0,
1000007551,unknown,30,may,85,7,-1,0,
1000007552,unknown,30,may,224,2,-1,0,
1000007553,unknown,30,may,242,3,-1,0,
1000007554,unknown,30,may,192,6,-1,0,
1000007555,unknown,30,may,207,4,-1,0,
1000007556,unknown,30,may,553,3,-1,0,
1000007557,unknown,30,may,711,1,-1,0,
1000007558,unknown,30,may,147,9,-1,0,
1000007559,unknown,30,may,87,1,-1,0,
1000007560,unknown,30,may,199,2,-1,0,
1000007561,unknown,30,may,34,2,-1,0,
1000007562,unknown,30,may,65,7,-1,0,
1000007563,unknown,30,may,150,1,-1,0,
1000007564,unknown,30,may,57,1,-1,0,
1000007565,unknown,30,may,234,1,-1,0,
1000007566,unknown,30,may,521,2,-1,0,
1000007567,unknown,30,may,555,1,-1,0,
1000007568,unknown,30,may,86,1,-1,0,
1000007569,unknown,30,may,204,4,-1,0,
1000007570,unknown,30,may,162,1,-1,0,
1000007571,unknown,30,may,648,5,-1,0,
1000007572,unknown,30,may,659,1,-1,0,
1000007573,unknown,30,may,867,3,-1,0,
1000007574,unknown,30,may,96,2,-1,0,
1000007575,unknown,30,may,123,1,-1,0,
1000007576,unknown,30,may,56,1,-1,0,
1000007577,unknown,30,may,54,3,-1,0,
1000007578,unknown,30,may,152,4,-1,0,
1000007579,unknown,30,may,25,4,-1,0,
1000007580,unknown,30,may,139,2,-1,0,
1000007581,unknown,30,may,120,6,-1,0,
1000007582,unknown,30,may,491,1,-1,0,
1000007583,unknown,30,may,379,17,-1,0,
1000007584,unknown,30,may,289,2,-1,0,
1000007585,unknown,30,may,574,1,-1,0,
1000007586,unknown,30,may,343,3,-1,0,
1000007587,unknown,30,may,98,2,-1,0,
1000007588,unknown,30,may,110,1,-1,0,
1000007589,unknown,30,may,319,1,-1,0,
1000007590,unknown,30,may,108,1,-1,0,
1000007591,unknown,30,may,762,3,-1,0,
1000007592,unknown,30,may,80,3,-1,0,
1000007593,unknown,30,may,449,1,-1,0,
1000007594,unknown,30,may,306,1,-1,0,
1000007595,unknown,30,may,198,1,-1,0,
1000007596,unknown,30,may,135,2,-1,0,
1000007597,unknown,30,may,69,1,-1,0,
1000007598,unknown,30,may,55,1,-1,0,
1000007599,unknown,30,may,138,1,-1,0,
1000007600,unknown,30,may,135,1,-1,0,
1000007601,unknown,30,may,70,1,-1,0,
1000007602,unknown,30,may,652,2,-1,0,
1000007603,unknown,30,may,327,1,-1,0,
1000007604,unknown,30,may,246,1,-1,0,
1000007605,unknown,30,may,295,1,-1,0,
1000007606,unknown,30,may,255,1,-1,0,
1000007607,unknown,30,may,523,1,-1,0,
1000007608,unknown,30,may,130,1,-1,0,
1000007609,unknown,30,may,103,5,-1,0,
1000007610,unknown,30,may,205,2,-1,0,
1000007611,unknown,30,may,92,1,-1,0,
1000007612,unknown,30,may,1133,2,-1,0,
1000007613,unknown,30,may,107,1,-1,0,
1000007614,unknown,30,may,65,1,-1,0,
1000007615,unknown,30,may,556,1,-1,0,
1000007616,unknown,30,may,115,1,-1,0,
1000007617,unknown,30,may,180,1,-1,0,
1000007618,unknown,30,may,87,1,-1,0,
1000007619,unknown,30,may,70,2,-1,0,
1000007620,unknown,30,may,132,1,-1,0,
1000007621,unknown,30,may,312,1,-1,0,
1000007622,unknown,30,may,283,1,-1,0,
1000007623,unknown,30,may,182,1,-1,0,
1000007624,unknown,30,may,127,1,-1,0,
1000007625,unknown,30,may,126,1,-1,0,
1000007626,unknown,30,may,91,2,-1,0,
1000007627,unknown,30,may,78,1,-1,0,
1000007628,unknown,30,may,417,1,-1,0,
1000007629,unknown,30,may,407,1,-1,0,
1000007630,unknown,30,may,160,1,-1,0,
1000007631,unknown,30,may,171,1,-1,0,
1000007632,unknown,30,may,210,1,-1,0,
1000007633,unknown,30,may,638,1,-1,0,
1000007634,unknown,30,may,135,3,-1,0,
1000007635,unknown,30,may,461,1,-1,0,
1000007636,unknown,30,may,763,1,-1,0,
1000007637,unknown,30,may,171,1,-1,0,
1000007638,unknown,30,may,682,1,-1,0,
1000007639,unknown,30,may,68,2,-1,0,
1000007640,unknown,30,may,120,3,-1,0,
1000007641,unknown,30,may,67,2,-1,0,
1000007642,unknown,30,may,381,2,-1,0,
1000007643,unknown,30,may,278,2,-1,0,
1000007644,unknown,30,may,126,1,-1,0,
1000007645,unknown,30,may,149,1,-1,0,
1000007646,unknown,30,may,95,1,-1,0,
1000007647,unknown,30,may,197,1,-1,0,
1000007648,unknown,30,may,38,3,-1,0,
1000007649,unknown,30,may,61,2,-1,0,
1000007650,unknown,30,may,176,4,-1,0,
1000007651,unknown,30,may,275,2,-1,0,
1000007652,unknown,30,may,201,4,-1,0,
1000007653,unknown,30,may,724,1,-1,0,
1000007654,unknown,30,may,143,4,-1,0,
1000007655,unknown,30,may,197,3,-1,0,
1000007656,unknown,30,may,143,2,-1,0,
1000007657,unknown,30,may,197,12,-1,0,
1000007658,unknown,30,may,536,2,-1,0,
1000007659,unknown,30,may,120,2,-1,0,
1000007660,unknown,30,may,604,2,-1,0,
1000007661,unknown,30,may,254,1,-1,0,
1000007662,unknown,30,may,121,1,-1,0,
1000007663,unknown,30,may,118,2,-1,0,
1000007664,unknown,30,may,447,1,-1,0,
1000007665,unknown,30,may,151,2,-1,0,
1000007666,unknown,30,may,114,2,-1,0,
1000007667,unknown,30,may,854,2,-1,0,
1000007668,unknown,30,may,115,1,-1,0,
1000007669,unknown,30,may,855,2,-1,0,
1000007670,unknown,30,may,274,1,-1,0,
1000007671,unknown,30,may,43,2,-1,0,
1000007672,unknown,30,may,153,1,-1,0,
1000007673,unknown,30,may,264,1,-1,0,
1000007674,unknown,30,may,251,1,-1,0,
1000007675,unknown,30,may,1269,1,-1,0,
1000007676,unknown,30,may,119,1,-1,0,
1000007677,unknown,30,may,104,3,-1,0,
1000007678,unknown,30,may,65,14,-1,0,
1000007679,unknown,30,may,53,2,-1,0,
1000007680,unknown,30,may,63,2,-1,0,
1000007681,unknown,30,may,199,3,-1,0,
1000007682,unknown,30,may,75,1,-1,0,
1000007683,unknown,30,may,157,3,-1,0,
1000007684,unknown,30,may,565,2,-1,0,
1000007685,unknown,30,may,165,1,-1,0,
1000007686,unknown,30,may,150,1,-1,0,
1000007687,unknown,30,may,109,1,-1,0,
1000007688,unknown,30,may,60,1,-1,0,
1000007689,unknown,30,may,385,2,-1,0,
1000007690,unknown,30,may,868,1,-1,0,
1000007691,unknown,30,may,161,1,-1,0,
1000007692,unknown,30,may,448,1,-1,0,
1000007693,unknown,30,may,137,1,-1,0,
1000007694,unknown,30,may,155,1,-1,0,
1000007695,unknown,30,may,633,1,-1,0,
1000007696,unknown,30,may,510,1,-1,0,
